KOHAT TEXTILE MILLS LIMITED,,,,,,,,,
,,,,,,,,,
On-Hand Inventory,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Item,,Item Name,,Configuration,Size ,Color ,Style,Warehouse,Qty
SP73515010,,GEAR USED,,M.S,HELICAL/72T,-,-/-/DTM 129,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,HELICAL/72T,-,-/-/F 1520,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,HELICAL/74T,-,-/-/F 1520,KTM-MNSTR,6.00
SP73515010,,GEAR USED,,M.S,HELICAL/77T,-,-/-/F 1520,KTM-MNSTR,8.00
SP73515010,,GEAR USED,,M.S,HELICAL/80T,-,-/-/DTM 129,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,HELICAL/86T,-,-/-/FA 502,KTM-MNSTR,21.00
SP73515010,,GEAR USED,,M.S,HELICAL/88T,-,-/-/DTM 129,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,HELICAL/90T,-,-/-/FA 503,KTM-MNSTR,1.00
SP73515010,,GEAR USED,,M.S,K.O IMPORTED/-,-,MURATA/-/7-II,KTM-MNSTR,7.00
SP73515010,,GEAR USED,,M.S,MAIN SHAFT/25T,-,-/-/FA 502,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,MOUTH SEGMENT/17T,-,-,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/28T,-,-/-/F 1508,KTM-MNSTR,37.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/29T,-,-/-/F 1508,KTM-MNSTR,63.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/30T,-,-/-/F 1508,KTM-MNSTR,23.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/31T,-,-/-/F 1508,KTM-MNSTR,26.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/32T,-,-/-/F 1508,KTM-MNSTR,28.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/34T,-,-/-/F 1508,KTM-MNSTR,3.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/61T,-,-/-/F 1508,KTM-MNSTR,6.00
SP73515010,,GEAR USED,,M.S,SPUR WITH COLLAR/80T,-,-/-/F 1508,KTM-MNSTR,10.00
SP73515010,,GEAR USED,,M.S,SPUR/102T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/114T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/23T,-,-/-/FA 503,KTM-MNSTR,45.00
SP73515010,,GEAR USED,,M.S,SPUR/24T,-,-/-/FA 502,KTM-MNSTR,13.00
SP73515010,,GEAR USED,,M.S,SPUR/25T,-,-/-/FA 502,KTM-MNSTR,22.00
SP73515010,,GEAR USED,,M.S,SPUR/25T,-,-/-/FA 503,KTM-MNSTR,10.00
SP73515010,,GEAR USED,,M.S,SPUR/27T,-,-/-/FA 502,KTM-MNSTR,15.00
SP73515010,,GEAR USED,,M.S,SPUR/28T,-,-/-/FA 502,KTM-MNSTR,7.00
SP73515010,,GEAR USED,,M.S,SPUR/28T,-,-/-/FA 503,KTM-MNSTR,50.00
SP73515010,,GEAR USED,,M.S,SPUR/29T,-,-/-/FA 503,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,SPUR/30T,-,-/-/FA 502,KTM-MNSTR,34.00
SP73515010,,GEAR USED,,M.S,SPUR/31T,-,-/-/FA 503,KTM-MNSTR,47.00
SP73515010,,GEAR USED,,M.S,SPUR/34T,-,-/-/FA 502,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,SPUR/34T,-,-/-/FA 503,KTM-MNSTR,50.00
SP73515010,,GEAR USED,,M.S,SPUR/35T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/37T,-,-/-/FA 502,KTM-MNSTR,21.00
SP73515010,,GEAR USED,,M.S,SPUR/37T,-,-/-/FA 503,KTM-MNSTR,30.00
SP73515010,,GEAR USED,,M.S,SPUR/38T,-,-/-/FA 502,KTM-MNSTR,14.00
SP73515010,,GEAR USED,,M.S,SPUR/38T,-,-/-/FA 503,KTM-MNSTR,23.00
SP73515010,,GEAR USED,,M.S,SPUR/39T,-,-/-/FA 502,KTM-MNSTR,4.00
SP73515010,,GEAR USED,,M.S,SPUR/40T,-,-/-/FA 502,KTM-MNSTR,11.00
SP73515010,,GEAR USED,,M.S,SPUR/40T,-,-/-/FA 503,KTM-MNSTR,25.00
SP73515010,,GEAR USED,,M.S,SPUR/41T,-,-/-/FA 502,KTM-MNSTR,7.00
SP73515010,,GEAR USED,,M.S,SPUR/41T,-,-/-/FA 503,KTM-MNSTR,25.00
SP73515010,,GEAR USED,,M.S,SPUR/42T,-,-/-/FA 502,KTM-MNSTR,4.00
SP73515010,,GEAR USED,,M.S,SPUR/45T,-,-/-/FA 502,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,SPUR/45T,-,-/-/FA 503,KTM-MNSTR,25.00
SP73515010,,GEAR USED,,M.S,SPUR/46T,-,-/-/FA 503,KTM-MNSTR,47.00
SP73515010,,GEAR USED,,M.S,SPUR/47T,-,-/-/FA 503,KTM-MNSTR,22.00
SP73515010,,GEAR USED,,M.S,SPUR/48T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/51T,-,-/-/FA 502,KTM-MNSTR,18.00
SP73515010,,GEAR USED,,M.S,SPUR/51T,-,-/-/FA 503,KTM-MNSTR,11.00
SP73515010,,GEAR USED,,M.S,SPUR/52T,-,-/-/FA 502,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,SPUR/53T,-,-/-/FA 502,KTM-MNSTR,3.00
SP73515010,,GEAR USED,,M.S,SPUR/55T,-,-/-/FA 502,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,SPUR/56T,-,-/-/FA 502,KTM-MNSTR,16.00
SP73515010,,GEAR USED,,M.S,SPUR/57T,-,-/-/FA 502,KTM-MNSTR,13.00
SP73515010,,GEAR USED,,M.S,SPUR/60T,-,-/-/FA 502,KTM-MNSTR,11.00
SP73515010,,GEAR USED,,M.S,SPUR/62T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/63T,-,-/-/FA 502,KTM-MNSTR,11.00
SP73515010,,GEAR USED,,M.S,SPUR/64T,-,-/-/FA 503,KTM-MNSTR,5.00
SP73515010,,GEAR USED,,M.S,SPUR/65T,-,-/-/FA 502,KTM-MNSTR,6.00
SP73515010,,GEAR USED,,M.S,SPUR/67T,-,-/-/FA 502,KTM-MNSTR,8.00
SP73515010,,GEAR USED,,M.S,SPUR/68T,-,-/-/FA 502,KTM-MNSTR,14.00
SP73515010,,GEAR USED,,M.S,SPUR/69T,-,-/-/FA 502,KTM-MNSTR,9.00
SP73515010,,GEAR USED,,M.S,SPUR/70T,-,-/-/FA 502,KTM-MNSTR,12.00
SP73515010,,GEAR USED,,M.S,SPUR/71T,-,-/-/FA 502,KTM-MNSTR,28.00
SP73515010,,GEAR USED,,M.S,SPUR/72T,-,-/-/FA 502,KTM-MNSTR,19.00
SP73515010,,GEAR USED,,M.S,SPUR/78T,-,-/-/FA 502,KTM-MNSTR,30.00
SP73515010,,GEAR USED,,M.S,SPUR/78T,-,-/-/FA 503,KTM-MNSTR,2.00
SP73515010,,GEAR USED,,M.S,WORM LIFTER BOX/35T,-,-/-/FA 502,KTM-MNSTR,10.00
SP73515020,,GEAR FOC,,-,-,-,-,KTM-MNSTR,6.00
SP73515050,,GEAR,,-,BEVEL (CROWN)/30TX20T,-,-,KTM-MNSTR,5.00
SP73515050,,GEAR,,-,BEVEL FOR TOYODA SIMPLEX/14TX100T,-,-,KTM-MNSTR,1.00
SP73515050,,GEAR,,-,SPUR/16TX32T,-,-,KTM-MNSTR,1.00
SP73515050,,GEAR,,BRASS,"WITH WORM/40T, OUTER DIA-96MM, BORE 30MM, COTTER 8MM",-,-,KTM-MNSTR,2.00
SP73515050,,GEAR,,M.S,REVERSING BOX/100T,-,-/-/FA-415,KTM-MNSTR,1.00
SP73515050,,GEAR,,M.S,"SPUR/12TX12T, OUTER DIA 21MMX23MM",-,-,KTM-MNSTR,9.00
SP73515050,,GEAR,,NYLON,SPUR/80TX12T,-,-,ATC-WH,-10.00
SP73515050,,GEAR,,NYLON,SPUR/80TX12T,-,-,KTM-TRNSIT,10.00
SP73515100,,GEAR BOX,,-,FEED/-,-,-,KTM-MNSTR,1.00
SP73515120,,GEAR BOX FOC,,-,FEED UNIT DRIVE/-,-,-,KTM-MNSTR,1.00
SP73515220,,GRINDING STONE,,-,"-/1""X1""X10""",-,-,KTM-MNSTR,1.00
SP73515600,,GUIDE,,-,BUSHING /-,-,-,KTM-MNSTR,8.00
SP73515600,,GUIDE,,-,THREAD /-,-,-,KTM-MNSTR,16.00
SP73515600,,GUIDE,,-,YARN /-,-,-,KTM-MNSTR,65.00
SP73515600,,GUIDE,,CERAMIC,BLOWER SHIFTER/-,-,-,KTM-MNSTR,30.00
SP73515600,,GUIDE,,PLASTIC,FINGER FOR SIRO YARN/-,-,-,KTM-MNSTR,"1,000.00"
SP73515600,,GUIDE,,PLASTIC, ROVING-RING /-,-/TRANSPARENT,-,KTM-MNSTR,"1,000.00"
SP73515600,,GUIDE,,PLASTIC,CLOTH TRANSPARENT/ L-50MM WEIDHT-35MM,-/TRANSPARENT,-/-/FL-16,KTM-MNSTR,500.00
SP73515600,,GUIDE,,PLASTIC,ROVING FOR SIRO YARN/0.5MM,-/TRANSPARENT,-,KTM-MNSTR,250.00
SP73515600,,GUIDE,,TEFLON,"SLIVER (CARD) WITH BEARING PIN/4""X25MM",-,-,KTM-MNSTR,19.00
SP73515610,,GUIDE FOC,,-,-,-,-,KTM-MNSTR,45.00
SP73515610,,GUIDE FOC,,-,SLIVER/-,-,-,KTM-MNSTR,3.00
SP73516400,,HOLDER,,-,-,-,-,KTM-MNSTR,12.00
SP73516500,,HOSE,,-,HIGH PRESSURE/-,-,-/-/ S-40-S-40-2,KTM-MNSTR,1.00
SP73516500,,HOSE,,-,PIPE/-,-,-,KTM-MNSTR,2.00
SP73516500,,HOSE,,-,SUCTION/-,-,BOGE/-/-,KTM-MNSTR,1.00
SP73516600,,HOUSING,,-,-,-,-,KTM-MNSTR,8.00
SP73516700,,HUB,,ALU,BBK COOLING TOWER/-,-,-,KTM-MNSTR,1.00
SP73517010,,INITIATOR FOC,,-,B3/-,-,-,KTM-MNSTR,1.00
SP73517010,,INITIATOR FOC,,-,B4/-,-,-,KTM-MNSTR,1.00
SP73517010,,INITIATOR FOC,,-,B44/-,-,SWISS/RIETER/-,KTM-MNSTR,1.00
SP73517050,,INITIATOR,,-,-,-,-,KTM-MNSTR,10.00
SP73517050,,INITIATOR,,-,B41 GEM/-,-,-,KTM-MNSTR,1.00
SP73517050,,INITIATOR,,-,B44 GEM/-,-,-,KTM-MNSTR,1.00
SP73517100,,INSERT,,-,-,-,SCHLAFHORST/-/-,KTM-MNSTR,1.00
SP73517820,,JOINT,,-,-,-,-,KTM-MNSTR,20.00
SP73517840,,JOINT FOC,,M.S,CHAIN,-,CHINA/JINGWI/F 1520,KTM-MNSTR,4.00
SP73518200,,KIT,,-,MAINTENANCE CAVV/-,-,-,KTM-MNSTR,1.00
SP73518200,,KIT,,-,MAINTENANCE MPCV/-,-,-,KTM-MNSTR,1.00
SP73518200,,KIT,,-,TERMINATION IN DOOR/120~185MM,-,-,KTM-MNSTR,1.00
SP73518220,,KIT FOC,,-,"CONVERSION, IMPULSE GENERATOR MAGNETIC/34 IMP B2",-,-,KTM-MNSTR,2.00
SP73518220,,KIT FOC,,-,"CONVERSION, IMPULSE GENERATOR MAGNETIC/64 S\C B29",-,-,KTM-MNSTR,1.00
SP73518220,,KIT FOC,,-,"CONVERSION, IMPULSE GENERATOR MAGNETIC/88 IMP B91",-,-,KTM-MNSTR,1.00
SP73518250,,KIT,,-,SERVICE FOR ABB TURBO CHARGER/-,-,JENBACHER/-/-,KTM-MNSTR,7.00
SP73518320,,KNIFE,,-,-,-,-,KTM-MNSTR,20.00
SP73518320,,KNIFE,,-,-,-,GERMANY/SCHLAFHORST/AC-338,KTM-MNSTR,60.00
SP73519400,,LEVER,,-,-,-,-,KTM-MNSTR,35.00
SP73519400,,LEVER,,-,ACTUATING/-,-,-,KTM-MNSTR,10.00
SP73519400,,LEVER,,-,AUOTMATIC /-,-,-,KTM-MNSTR,14.00
SP73519400,,LEVER,,-,FORK FOR BLOW ROOM/-,-,-,KTM-MNSTR,7.00
SP73519400,,LEVER,,-,RATCHED B\R/-,-,-,KTM-MNSTR,2.00
SP73519400,,LEVER,,-,STOP MONTION /SMALL,-,-,KTM-MNSTR,8.00
SP73519400,,LEVER,,-,STOPPER /-,-,-,KTM-MNSTR,29.00
SP73519410,,LEVER FOC,,S.S,HOLDING/-,-,SCHLAFHORST/-/-,KTM-MNSTR,24.00
SP73519420,,LEVER USED,,-,BRAKE FOR AUTOCONE 7-2/-,-,-,KTM-MNSTR,20.00
SP73519420,,LEVER USED,,-,HOLDING FOR AUTOCONE 7-2/-,-,-,KTM-MNSTR,20.00
SP73519420,,LEVER USED,,-,STOPPER/-,-,-,KTM-MNSTR,13.00
SP73519420,,LEVER USED,,S.S,COMPENSATING /-,-,-,KTM-MNSTR,66.00
SP73519500,,LID,,-,-,-,-,KTM-MNSTR,1.00
SP73519500,,LID,,-,LEVER/-,-,SCHLAFHORST/GERMANY/-,KTM-MNSTR,15.00
SP73519500,,LID,,-,SWIVELED/-,-,SCHLAFHORST/GERMANY/-,KTM-MNSTR,1.00
SP73520100,,LINING BRAKE,,-,-,-,SCHLAFHORST/GERMANY/338,KTM-MNSTR,10.00
SP73520300,,LOCK,,-,CHAIN DOUBLE  NO-50/-,-,-,KTM-MNSTR,56.00
SP73520300,,LOCK,,-,CHAIN SINGLE/NO. 40,-,-,KTM-MNSTR,30.00
SP73520300,,LOCK,,-,CHAIN SINGLE/NO. 50,-,-,KTM-MNSTR,28.00
SP73520300,,LOCK,,-,YARN MODIFICATION QUANTUM-(21C)/-,-,-/-/UQC-3,KTM-MNSTR,60.00
SP73520300,,LOCK,,-,YARN MODIFICATION QUANTUM-(MULTY)/-,-,-/-/UQC-3,KTM-MNSTR,360.00
SP73520300,,LOCK,,M. S,INSIDE/55MM,-,-,KTM-MNSTR,100.00
SP73520300,,LOCK,,M. S,KEY D3 GH30 CR HKZ (5112.031)/RSB D-35,-,-/-/RIETER,KTM-MNSTR,4.00
SP73520300,,LOCK,,M. S,O RING/16MM,-,-,KTM-MNSTR,210.00
SP73520310,,LOCK FOC,,-,DOOR 1113-D,-,CHINA/JINGWAY/WJ 1213A,KTM-MNSTR,2.00
SP73521300,,MODULE,,-,BLEND DIGITAL CAN1/0 (ITEM# A-3)/-,-,RIETER/-/-,KTM-MNSTR,2.00
SP73522300,,NIPPLE,,-,GREASE FOR RING,-,-,KTM-MNSTR,98.00
SP73522400,,NOZZLE,,-,AIR/6MM,-,-,KTM-MNSTR,1.00
SP73522400,,NOZZLE,,-,COMPLETE/-,-,-,KTM-MNSTR,8.00
SP73522400,,NOZZLE,,-,NOZZLE/-,-,-,KTM-MNSTR,2.00
SP73522400,,NOZZLE,,PLASTIC,AIR FOR USTER/-,-,-/-/7-2,KTM-MNSTR,200.00
SP73522400,,NOZZLE,,PLASTIC,CONTROLLER PNEUMATIC FITTING CONNECTOR/6MM,-,CHINA/JINGWEI/JWF 1213A,KTM-MNSTR,20.00
SP73522400,,NOZZLE,,PLASTIC,PIPE I-TYPE/14MM 20MM-THREADED,-,-,KTM-MNSTR,10.00
SP73522400,,NOZZLE,,PLASTIC,PIPE T-TYPE/10MM,-,-,KTM-MNSTR,20.00
SP73522400,,NOZZLE,,PLASTIC,PIPE T-TYPE/12MM,-,-,KTM-MNSTR,10.00
SP73522400,,NOZZLE,,PLASTIC,PIPE T-TYPE/14MM,-,-,KTM-MNSTR,10.00
SP73522400,,NOZZLE,,RUBBER,BLOWER BENDED/110X30MM-10MM BORE,-,BEST/-/589 M,KTM-MNSTR,100.00
SP73522420,,NOZZLE FOC,,-,ASSY G3Z/-,-,JAPAN/MURATA/Q PRO PLUS,KTM-MNSTR,240.00
SP73522420,,NOZZLE FOC,,PLASTIC/-,BLOWING/-,-,GERMANY/SCHLAFHORST/X 6,KTM-MNSTR,4.00
SP73522420,,NOZZLE FOC,,RUBBER/-,BLOWER DRAFT,-,ITALI/MARZOLI/FT 6E,KTM-MNSTR,2.00
SP73522500,,NUT,,-,HEXAGON TENSILOCK/-,-,-,KTM-MNSTR,8.00
SP73522500,,NUT,,-,SLEEVE MOUNT/-,-,-,KTM-MNSTR,644.00
SP73523100,,PAPER ROLL,,-, AUTO CONE /-,-,-,KTM-MNSTR,46.00
SP73523100,,PAPER ROLL,,-,CARBONIZED AUTOCONE/-,-,-,KTM-MNSTR,32.00
SP73523500,,PEG BOBBIN,,-,-,-,SCHLAFHORST/-/-,KTM-MNSTR,27.00
SP73523700,,PIECE,,-,INTERMEDIATE/-,-,SCHLAFHORTS/-/-,KTM-MNSTR,95.00
SP73523700,,PIECE,,-,"PUMP WITH FLANGED/3""X4""",-,-,KTM-MNSTR,1.00
SP73523700,,PIECE,,S.S,STOP/30X28MM,-,-,KTM-MNSTR,2.00
SP73523900,,PIN,,-,BRAKE DRAFT/-,-,-,KTM-MNSTR,4.00
SP73523900,,PIN,,-,CONTACT/2MM,-,RIETER/-/-,KTM-MNSTR,12.00
SP73523900,,PIN,,-,COUPLING WITH TEFLON BUSH MS NUT & WASHER/-,-,-,KTM-MNSTR,40.00
SP73523900,,PIN,,-,CROWN WITH CHEK NUT/-,-,-/-/DYH500C,KTM-MNSTR,2.00
SP73523900,,PIN,,-,FOR PANEL LOCK /-,-,-,KTM-MNSTR,4.00
SP73523900,,PIN,,-,PLANGER WITH BOLT AND NUT / 94MM,-,-,KTM-TRNSIT,18.00
SP73523900,,PIN,,-,PLANGER WITH BOLT AND NUT / 94MM,-,-,SMPLX-WH,-18.00
SP73523900,,PIN,,-,PLANGER WITH BOLT AND NUT /70MM,-,-,KTM-TRNSIT,29.00
SP73523900,,PIN,,-,PLANGER WITH BOLT AND NUT /70MM,-,-,SMPLX-WH,-29.00
SP73523900,,PIN,,-,PLANGER WITH BOLT AND NUT /76MM,-,-,KTM-TRNSIT,18.00
SP73523900,,PIN,,C.S,BACK ROLL RIGHT/-,-,-,KTM-MNSTR,10.00
SP73523900,,PIN,,C.S,FRONT ROLL L\R /-,-,-,KTM-MNSTR,1.00
SP73523900,,PIN,,C.S,TWIST WHEEL/-,-,-,KTM-MNSTR,1.00
SP73523900,,PIN,,M.S,25X137MM/FOR 90T,-,-,KTM-MNSTR,10.00
SP73523900,,PIN,,M.S,FLYER PRESSER/3.5X36,-,MARZOLI/-/-,KTM-MNSTR,100.00
SP73523900,,PIN,,M.S,FRONT ROLL LEFT /L-235MM,-,-/-/F-1508,KTM-MNSTR,1.00
SP73523900,,PIN,,M.S,FRONT ROLL MIDDLE PIN/L:420MM,-,-/-/DYH500C,KTM-MNSTR,6.00
SP73523900,,PIN,,M.S,"FRONT ROLL RIGHT /L-495MM, D-25MM",-,-/-/FA-502,KTM-MNSTR,4.00
SP73523900,,PIN,,M.S,GEAR FOR FA-503/65T,-,-,KTM-MNSTR,10.00
SP73523900,,PIN,,M.S,"GEAR WITH COTTER(6MM,8MM,10MM)/L 345MM",-,-,KTM-MNSTR,5.00
SP73523900,,PIN,,M.S,PLANGER/L 128MMX15MM THICK,-,RIETER/-/RSB D-50,KTM-MNSTR,14.00
SP73523900,,PIN,,M.S,PUTALY SIMPLEX/-,-,-/-/FL-16,KTM-MNSTR,370.00
SP73523900,,PIN,,M.S,"TWIST WHEEL/L 161MM,D 25MMX30MM",-,-/-/FA-503,KTM-MNSTR,2.00
SP73523900,,PIN,,M.S,"TWIST WHEEL/TIC 25MM,LENGTH 222MM, COTTER 8MMX19MM",-,-,KTM-MNSTR,8.00
SP73523900,,PIN,,M.S,"TWIST WHEEL/TIC 30MM,LENGTH 130MM, COTTER 8MMX40MM",-,-,KTM-MNSTR,10.00
SP73523900,,PIN,,S. S,"CARRIER WHEEL/L 175MM,D 30 & 25MM, THREADED 12MM, CARTER 8MM",-,-,KTM-MNSTR,9.00
SP73523900,,PIN,,S. S,FINE WHEEL/-,-,-,KTM-MNSTR,2.00
SP73523900,,PIN,,S. S,MIDDLE BACK ROLL /424MM,-,-/-/DYH500C,KTM-MNSTR,1.00
SP73523900,,PIN,,S.S,DRAFT WHEEL/-,-,-,KTM-MNSTR,1.00
SP73523910,,PIN FOC,,-,PRESSER/-,-,-,KTM-MNSTR,30.00
SP73524000,,PIPE,,-,BLOW,-,MURATA/-/Q PRO PLUS,KTM-MNSTR,4.00
SP73524000,,PIPE,,-,"CREAL/59""",-,-,KTM-MNSTR,2.00
SP73524000,,PIPE,,-,PNEUMAFIL-BANSREE WITH COCK/LENGTH 385MM,-,-,KTM-MNSTR,494.00
SP73524000,,PIPE,,-,SUCTION HOSE/-,-,-/-/338,KTM-MNSTR,2.00
SP73524000,,PIPE,,PLASTIC,SUCTION/-,-/GRAY,-/-/JINGWAY 1213 A,KTM-MNSTR,8.00
SP73524000,,PIPE,,RUBBER,CONNECTING TO 0PNEUMAFIL /-,-,-,KTM-MNSTR,400.00
SP73524010,,PIPE FOC,,CERAMIC,UNTWIST NOZZLE/-,-,JAPAN/MURATA/Q PRO PLUS,KTM-MNSTR,10.00
SP73524040,,PIPE,,-,"PRESSURE/ 5\16""",-,-/KOREA/-,KTM-MNSTR,64.00
SP73524040,,PIPE,,PLASTIC,-/8X5MM/-,-/TRANSPARENT,-,KTM-MNSTR,100.00
SP73524040,,PIPE,,POLYETHYLENE,AIR PRESSURE/10X6«MM,-,-,KTM-MNSTR,100.00
SP73524040,,PIPE,,PVC,FLEXIBLE/ 30X24MM,-,-,KTM-MNSTR,50.00
SP73524050,,PIPE,,-,FLEXIBLE/100MM,-,-,KTM-MNSTR,30.00
SP73524050,,PIPE,,POLYETHYLENE, AIR PRESSURE /IN DIA 5MM-OUT DIA 8MM,-,-,KTM-MNSTR,100.00
SP73524050,,PIPE,,POLYETHYLENE, AIR PRESSURE /IN DIA 8MM-OUT DIA 12MM,-/TRANSPARENT,-,KTM-MNSTR,900.00
SP73524200,,PISTON,,-,-,-,SCHLAFHORST/-/-,KTM-MNSTR,450.00
SP73524300,,PLATE,,-,EJECTION/-,-,-,KTM-MNSTR,14.00
SP73524300,,PLATE,,-,FRONT/FB-1,-,SCHLAFHORST/-/-,KTM-MNSTR,2.00
SP73524300,,PLATE,,-,JOINT/-,-,-,KTM-MNSTR,222.00
SP73524300,,PLATE,,-,SPRING HOOK/-,-,-,KTM-TRNSIT,5.00
SP73524300,,PLATE,,-,STEEL FOR LEVER S-4/-,-,-,KTM-MNSTR,18.00
SP73524300,,PLATE,,M.S,CLAMP RETIE/-,-,-,KTM-MNSTR,9.00
SP73524300,,PLATE,,PLASTIC,-,-,SCHLAFHORST/-/-,KTM-MNSTR,18.00
SP73524300,,PLATE,,PLASTIC,FOR GEAR /-,-,-,KTM-MNSTR,1.00
SP73524330,,PLATE FOC,,-,-,-,-,KTM-MNSTR,8.00
SP73524330,,PLATE FOC,,-,THREADING/-,-,GERMANY/SCHLAFHORST/X 6,KTM-MNSTR,2.00
SP73524330,,PLATE FOC,,S.S,FD 6/-,-,JAPAN/MURATA/Q PRO PLUS,KTM-MNSTR,240.00
SP73524400,,PLATE USED,,-,SPRING HOOK/-,-,-/IMPORTED/-,KTM-MNSTR,5.00
SP73524500,,PLUG,,-,-,-,-,KTM-MNSTR,70.00
SP73525700,,PRINTER,,-,MINI MMM/-,-,-,KTM-MNSTR,1.00
SP73525800,,PULLEY,,-, TIN FT001/250X45MM,-,-,KTM-MNSTR,16.00
SP73525800,,PULLEY,,-,DRAW OFF D54.1 (36X13.8 NIXR)/-,-,-,KTM-MNSTR,4.00
SP73525800,,PULLEY,,-,JOCKEY /-,-,-,KTM-MNSTR,32.00
SP73525800,,PULLEY,,-,TIMING (Z28T TL G5STS)/-,-,-,KTM-MNSTR,1.00
SP73525800,,PULLEY,,-,W1 D 100/-,-,-,KTM-MNSTR,2.00
SP73525800,,PULLEY,,-,W1 D 101/-,-,-,KTM-MNSTR,2.00
SP73525800,,PULLEY,,-,W8 VE009/-,-,-,KTM-MNSTR,2.00
SP73525800,,PULLEY,,C. I,"SINGLE V A TYPE/DIA 150MM,BORE 28MM,KNOB(DIA 15MM), COTTER 8",-,-,KTM-MNSTR,2.00
SP73525800,,PULLEY,,M. S,STEEL TAPE /-,-,-,KTM-MNSTR,100.00
SP73525800,,PULLEY,,M.S,"SINGLE V B-TYPE/DIA 192MM, BORE 90MM",-,-,KTM-MNSTR,1.00
SP73525800,,PULLEY,,TIN,-,-,-/IMPORTED/-,KTM-MNSTR,541.00
SP73525810,,PULLEY FOC,,M.S,TIN ROLL,-,CHINA/JINGWI/F 1520,KTM-MNSTR,5.00
SP73525810,,PULLEY FOC,,STEEL,LIFTING,-,CHINA/JINGWI/F 1520,KTM-MNSTR,5.00
SP73526100,,RACK,,-,LIFTER G.E/SMALL,-,-/-/FL-16,KTM-MNSTR,1.00
SP73526100,,RACK,,-,LIFTER O.E/SMALL,-,-/-/FL-16,KTM-MNSTR,1.00
SP73526100,,RACK,,-,LIFTER TOYODA/-,-,TOYODA/-/-,KTM-MNSTR,2.00
SP73526120,,RACK FOC,,-,-,-,-,KTM-MNSTR,1.00
SP73526600,,REGULATOR,,-,AIR/-,-,-,KTM-MNSTR,2.00
SP73526600,,REGULATOR,,-,"PRESSURE /G ¬, O~10 BAR",-,-,KTM-MNSTR,1.00
SP73526600,,REGULATOR,,-,PRESSURE/0.4~10 BAR G¬,-,-,KTM-MNSTR,2.00
SP73526700,,RESISTOR,,-,BRAKING/100 OHM\200W,-,-/RIETER/SB D-26,KTM-MNSTR,2.00
SP73526700,,RESISTOR,,-,BRAKING/36 OHM\4W,-,-/RIETER/SB D-26,KTM-MNSTR,2.00
SP73526900,,RING,,-,-,-,-,KTM-MNSTR,479.00
SP73526900,,RING,,-,BALLOON CONTROL/38MM,-,-,KTM-MNSTR,"5,300.00"
SP73526900,,RING,,-,BRAKE/-,-,SCHLAFHORST/-/-,KTM-MNSTR,35.00
SP73526900,,RING,,-,GROOVED/-,-,SCHLAFHORST/-/-,KTM-MNSTR,266.00
SP73526900,,RING,,-,GUM/-,-,-,KTM-MNSTR,1.00
SP73526900,,RING,,-,LOCK/NO. 8 OS,-,-,KTM-MNSTR,329.00
SP73526900,,RING,,-,LOCKING/-,-,SCHLAFHORST/-/-,KTM-MNSTR,5.00
SP73526900,,RING,,RUBBER,ADAPTER/-,-,SCHLAFHORST/-/-,KTM-MNSTR,30.00
SP73526900,,RING,,RUBBER,O-TYPE/2X10X6,-,-,KTM-MNSTR,"1,000.00"
SP73526900,,RING,,RUBBER,O-TYPE/6X10MM,-,-,KTM-MNSTR,605.00
SP73526900,,RING,,RUBBER,"O-TYPE/ID 60MM,OD 76MM,THICKNESS 8MM",-,-,KTM-MNSTR,130.00
SP73526900,,RING,,RUBBER,"O-TYPE/INNER DIA 41MM,OUTER DIA 45MM,THICKNESS 2MM",-/BLACK,-,KTM-MNSTR,20.00
SP73527000,,RING CLEANER,,M.S,WITH SCREW & WASHER/-,-,-,KTM-MNSTR,"4,000.00"
