KOHAT TEXTILE MILLS LIMITED,,,,,,,,,
,,,,,,,,,
On-Hand Inventory,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Item,,Item Name,,Configuration,Size ,Color ,Style,Warehouse,Qty
HW72503200,,SCREW,,-,PHILIPS/3X12MM,-,-,KTM-MNSTR,100.00
HW72503200,,SCREW,,M. S,STAR HEAD/5X12MM,-,-,KTM-MNSTR,385.00
HW72503210,,SCREW FOC,,-,-,-,-,KTM-MNSTR,5.00
HW72503250,,SCREW,,-,"WOODEN /«""",-,-,KTM-MNSTR,18.00
HW72503250,,SCREW,,-,"WOODEN /1""-NO.8",-,-,KTM-MNSTR,2.00
HW72503250,,SCREW,,-,"WOODEN /1«""-NO.8",-,-,KTM-MNSTR,1.00
HW72503250,,SCREW,,-,"WOODEN /3""-NO.8",-,-,KTM-MNSTR,1.00
HW72503250,,SCREW,,-,"WOODEN/?"" NO. 5",-,-,KTM-MNSTR,16.00
HW72503250,,SCREW,,G.I,"PAN HEAD SELF DRILLING PHILIPS WITH RUBBER WASHER/1""X¬",-,-,KTM-MNSTR,3.00
HW72503250,,SCREW,,G.I,PHILIPS HEAD WITH NUT/4X20MM,-,-,KTM-MNSTR,45.00
HW72503250,,SCREW,,G.I,"SELF DRILLING/?""X4MM",-,-,KTM-MNSTR,3.00
HW72503300,,SHEET,,GLASS,"PLAIN/21""X21""X5MM",-/TRANSPARENT,-,KTM-MNSTR,1.00
HW72503350,,SHEET,,THERMOPOLE,"-/4'X300MMX1""/-",-,-,KTM-MNSTR,142.00
HW72503400,,SOCKET,,G.I,"-/«""",-,-,KTM-MNSTR,17.00
HW72503400,,SOCKET,,G.I,"-/?""",-,-,KTM-MNSTR,18.00
HW72503400,,SOCKET,,G.I,"-/1¬""",-,-,KTM-MNSTR,15.00
HW72503400,,SOCKET,,G.I,"-/1«""",-,-,KTM-MNSTR,10.00
HW72503400,,SOCKET,,G.I,"-/2""",-,-,KTM-MNSTR,15.00
HW72503400,,SOCKET,,G.I,"REDUCER/1""X«""",-,-,KTM-MNSTR,14.00
HW72503400,,SOCKET,,G.I,"REDUCER/1""X?""",-,-,KTM-MNSTR,7.00
HW72503400,,SOCKET,,G.I,"REDUCER/1¬""X1«""",-,-,KTM-MNSTR,6.00
HW72503400,,SOCKET,,G.I,"REDUCER/2""X1¬""",-,-,KTM-MNSTR,9.00
HW72503400,,SOCKET,,G.I,"REDUCER/3""X2""",-,-,KTM-MNSTR,2.00
HW72503400,,SOCKET,,M. S,"-/1""",-,-,KTM-MNSTR,8.00
HW72503400,,SOCKET,,M. S,"-/2""",-,-,KTM-MNSTR,1.00
HW72503400,,SOCKET,,M. S,"-/2«""",-,-,KTM-MNSTR,1.00
HW72503400,,SOCKET,,M. S,"REDUCER/1""X?""",-,-,KTM-MNSTR,8.00
HW72503400,,SOCKET,,M. S,"REDUCER/2""X4""",-,-,KTM-MNSTR,2.00
HW72503400,,SOCKET,,M. S,"REDUCER/3""X2""",-,-,KTM-MNSTR,4.00
HW72503400,,SOCKET,,M. S,"THREADED/1¬"" SCH-40",-,-,KTM-MNSTR,133.00
HW72503400,,SOCKET,,PPR,-/25MM,-,-,KTM-MNSTR,16.00
HW72503400,,SOCKET,,PPR,-/40mm,-,-,KTM-MNSTR,16.00
HW72503400,,SOCKET,,PPR,-/63MM,-,-,KTM-MNSTR,17.00
HW72503400,,SOCKET,,PPR,50MMX40MM,-,-,KTM-MNSTR,22.00
HW72503400,,SOCKET,,PPR,"FEMALE/32MMX1""",-,-,KTM-MNSTR,2.00
HW72503400,,SOCKET,,PPR,"REDUCER/25MMX«""",-,-,KTM-MNSTR,7.00
HW72503400,,SOCKET,,PPR,"REDUCER/25MMX?""",-,-,KTM-MNSTR,7.00
HW72503400,,SOCKET,,PPR,"REDUCER/25MMX1""",-,-,KTM-MNSTR,10.00
HW72503400,,SOCKET,,PPR,"REDUCER/32MMX«""",-,-,KTM-MNSTR,6.00
HW72503400,,SOCKET,,PPR,REDUCER/32MMX25MM,-,-,KTM-MNSTR,24.00
HW72503400,,SOCKET,,PPR,"REDUCER/40MMX1¬""",-,-,KTM-MNSTR,10.00
HW72503400,,SOCKET,,PPR,REDUCER/40MMX32MM,-,-,KTM-MNSTR,10.00
HW72503400,,SOCKET,,PPR,"REDUCER/63MMX2""",-,-,KTM-MNSTR,6.00
HW72503400,,SOCKET,,PPR,REDUCER/63MMX50MM,-,-,KTM-MNSTR,3.00
HW72503400,,SOCKET,,PVC,"-/?""",-,-,KTM-MNSTR,3.00
HW72503400,,SOCKET,,PVC,"-/1""",-,-,KTM-MNSTR,222.00
HW72503400,,SOCKET,,PVC,"-/1¬""",-,-,KTM-MNSTR,7.00
HW72503400,,SOCKET,,PVC,"-/2""",-,-,KTM-MNSTR,1.00
HW72503400,,SOCKET,,PVC,"-/3""",-,-,KTM-MNSTR,21.00
HW72503400,,SOCKET,,PVC,"-/4""",-,-,KTM-MNSTR,5.00
HW72503400,,SOCKET,,PVC,-/40mm,-,-,KTM-MNSTR,6.00
HW72503500,,TAPS (MOOSE),,-,"THREADING/5\16""",-,-,KTM-MNSTR,1.00
HW72503500,,TAPS (MOOSE),,-,THREADING/6MM-0.1MM THREAD,-,-,KTM-MNSTR,1.00
HW72503520,,NECK,,C.P,"FOR MIXER/«""",-,-,KTM-MNSTR,4.00
HW72503600,,TEE,,C.S,"SEAMLESS WELDED/4""X3""X3""",-,-,KTM-MNSTR,2.00
HW72503600,,TEE,,G. I,"-/ 2""",-,-,KTM-MNSTR,7.00
HW72503600,,TEE,,G. I,"-/«""",-,-,KTM-MNSTR,8.00
HW72503600,,TEE,,G. I,"-/?""",-,-,KTM-MNSTR,14.00
HW72503600,,TEE,,G. I,"-/1""",-,-,KTM-MNSTR,12.00
HW72503600,,TEE,,G. I,"-/1«""",-,-,KTM-MNSTR,11.00
HW72503600,,TEE,,G. I,"REDUCER/«""X?""",-,-,KTM-MNSTR,4.00
HW72503600,,TEE,,G. I,"REDUCER/«""X1¬""",-,-,KTM-MNSTR,47.00
HW72503600,,TEE,,G. I,"REDUCER/1""X«""",-,-,KTM-MNSTR,1.00
HW72503600,,TEE,,G. I,"REDUCER/1«""X1¬""",-,-,KTM-MNSTR,13.00
HW72503600,,TEE,,G. I,"REDUCER/2""X«""",-,-,KTM-MNSTR,8.00
HW72503600,,TEE,,G. I,"REDUCER/2""X1""",-,-,KTM-MNSTR,4.00
HW72503600,,TEE,,G. I,"REDUCER/2""X1¬""",-,-,KTM-MNSTR,2.00
HW72503600,,TEE,,G. I,"REDUCER/2""X3""",-,-,KTM-MNSTR,1.00
HW72503600,,TEE,,M. S,"WELDED/6"" SCH-40",-,-,KTM-MNSTR,2.00
HW72503600,,TEE,,PPR,"-/32MMX«""",-,-,KTM-MNSTR,10.00
HW72503600,,TEE,,PPR,"-/32MMX1""",-,-,KTM-MNSTR,22.00
HW72503600,,TEE,,PPR,-/32MMX32MM,-,-,KTM-MNSTR,8.00
HW72503600,,TEE,,PPR,-/40mm,-,-,KTM-MNSTR,6.00
HW72503600,,TEE,,PPR,-/40X25MM,-,-,KTM-MNSTR,10.00
HW72503600,,TEE,,PPR,-/50MM,-,-,KTM-MNSTR,1.00
HW72503600,,TEE,,PPR,-/63MM,-,-,KTM-MNSTR,2.00
HW72503600,,TEE,,PPR,"POINT/32MMX«""",-,-,KTM-MNSTR,10.00
HW72503600,,TEE,,PPR,"REDUCER/25MMX«""",-,-,KTM-MNSTR,22.00
HW72503600,,TEE,,PPR,REDUCER/32X25MM,-,-,KTM-MNSTR,40.00
HW72503600,,TEE,,PPR,"REDUCER/40MM""X«""",-,-,KTM-MNSTR,30.00
HW72503600,,TEE,,PPR,"REDUCER/40MMX1¬""",-,-,KTM-MNSTR,10.00
HW72503600,,TEE,,PPR,REDUCER/40X32MM,-,-,KTM-MNSTR,10.00
HW72503600,,TEE,,PPR,REDUCER/50X40MM,-,-,KTM-MNSTR,4.00
HW72503600,,TEE,,PPR,"REDUCER/63MM""X40MM",-,-,KTM-MNSTR,4.00
HW72503600,,TEE,,PPR,REDUCER/63X25MM,-,-,KTM-MNSTR,7.00
HW72503600,,TEE,,PVC,"-/4""",-,-,KTM-MNSTR,5.00
HW72504100,,UNION,,G. I,"-/«""",-,-,KTM-MNSTR,5.00
HW72504100,,UNION,,G. I,"-/?""",-,-,KTM-MNSTR,6.00
HW72504100,,UNION,,G. I,"-/1""",-,-,KTM-MNSTR,14.00
HW72504100,,UNION,,G. I,"-/1¬""",-,-,KTM-MNSTR,5.00
HW72504100,,UNION,,G. I,"-/1«""",-,-,KTM-MNSTR,4.00
HW72504100,,UNION,,G. I,"-/2""",-,-,KTM-MNSTR,2.00
HW72504100,,UNION,,G. I,"-/3""",-,-,KTM-MNSTR,1.00
HW72504100,,UNION,,PPR,-/25MM,-,-,KTM-MNSTR,22.00
HW72504100,,UNION,,PPR,-/40mm,-,-,KTM-MNSTR,2.00
HW72504100,,UNION,,PPR,50MM,-,-,KTM-MNSTR,6.00
HW72504100,,UNION,,PPR,"THREADED/OUT DIA 32MM, IN DIA 25MM",-,-,KTM-MNSTR,3.00
HW72504200,,VALVE,,-,"- /«""/NON RETURN FOR GEAZER",-,-,KTM-MNSTR,1.00
HW72504200,,VALVE,,-," BALL / «""",-,-,KTM-MNSTR,18.00
HW72504200,,VALVE,,-," BALL /1""",-,FAISAL/-/-,KTM-MNSTR,2.00
HW72504200,,VALVE,,-," BALL /2""",-,-,KTM-MNSTR,10.00
HW72504200,,VALVE,,-,"BALL/¬""",-,-,KTM-MNSTR,8.00
HW72504200,,VALVE,,-,"BALL/?""",-,-,KTM-MNSTR,11.00
HW72504200,,VALVE,,-,"BALL/1¬""",-,-,KTM-MNSTR,6.00
HW72504200,,VALVE,,-,"BUTTERFLY/2""-SCH-40",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,-,"BUTTERFLY/4""",-,-,KTM-MNSTR,5.00
HW72504200,,VALVE,,-,"BUTTERFLY/5""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,-,"FLOAT/ «""",-,-,KTM-MNSTR,8.00
HW72504200,,VALVE,,-,"GATE  WITH FLANGE/6""",-,-,KTM-MNSTR,1.00
HW72504200,,VALVE,,-,"GATE FLANGED/5""",-,-,KTM-MNSTR,1.00
HW72504200,,VALVE,,-,"NON RETURN/1«""",-,KITZ/JAPAN/-,KTM-MNSTR,5.00
HW72504200,,VALVE,,-,"NON RETURN/2""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,-,"STEAM-GLOBE WITH FLANGE/«""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,-,"STEAM-GLOBE WITH FLANGE/1""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,BRASS,"CHUCK/1""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,BRASS,"FLOAT/1""",-,KITZ/-/-,KTM-MNSTR,5.00
HW72504200,,VALVE,,BRASS,"FLOAT/1¬""",-,KITZ/-/-,KTM-MNSTR,3.00
HW72504200,,VALVE,,BRASS,"FLOAT/2""",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,BRASS,"GATE/1""",-,-,KTM-MNSTR,3.00
HW72504200,,VALVE,,BRASS,"GATE/1¬""",-,-,KTM-MNSTR,6.00
HW72504200,,VALVE,,PPR,BALL/32MM,-,-,KTM-MNSTR,3.00
HW72504200,,VALVE,,PPR,WHEEL/63MM,-,-,KTM-MNSTR,4.00
HW72504200,,VALVE,,PPR,"WHEEL/OUT DIA 40MM, IN DIA 32MM",-,-,KTM-MNSTR,2.00
HW72504200,,VALVE,,S.S," BALL / «""",-,-,KTM-MNSTR,13.00
HW72504300,,WASHER,,-,DIAPHRAGM/-,-,-,KTM-MNSTR,8.00
HW72504300,,WASHER,,-,FLUSH TANK ASSEMBLY /-,-,-,KTM-MNSTR,16.00
HW72504300,,WASHER,,LEATHER,BOCKEY/-,-,-,KTM-MNSTR,5.00
HW72504300,,WASHER,,M.S,PLAIN/26X46X4MM,-,-,KTM-MNSTR,260.00
HW72504300,,WASHER,,M.S,PLAIN/BORE 16MMXDIA 40MMX6MM,-,-,KTM-MNSTR,50.00
HW72504320,,WASHER,,G.I,- 10MM DIA/PLAIN,-,-,KTM-MNSTR,5.10
HW72504320,,WASHER,,M.S,"PLAIN/1""X5/16XTHICK 3MM",-,-,KTM-MNSTR,7.00
HW72504800,,RIM,,-,FOR SCOOTER/-,-,-,KTM-MNSTR,1.00
HW72504900,,SHOWER,,-,"WITH ROD/«""",-,-,KTM-MNSTR,1.00
HW72505300,,HINGES,,M.S,"-/6""/SPRING TYPE WITH BEARING  (JOINT)",-,-/PAKISTAN/-,KTM-MNSTR,10.00
HW72505600,,WATER TANK,,PLASTIC,FLUSH COMPLETE/-,-,-,KTM-MNSTR,1.00
HW72505600,,WATER TANK,,PVC,-/1000 LTR,-,-,KTM-MNSTR,1.00
HW72506000,,MIXER,,C.P,BASIN (SINGLE)/-,-,-,KTM-MNSTR,10.00
HW72506300,,BUSH,,BRASS,"-/1""X?""",-,-,KTM-MNSTR,3.00
HW72506300,,BUSH,,G.I,"-/1""X2""",-,-,KTM-MNSTR,3.00
HW72506300,,BUSH,,M. S,"-/1""X«""",-,-,KTM-MNSTR,6.00
HW72507200,,END DISC (CAP),,PPR,-/32MM,-,-,KTM-MNSTR,6.00
HW72507600,,SPINDLE,,BRASS,"BIB COCK/«""",-,ASIA/PAKISTAN/-,KTM-MNSTR,22.00
HW72507600,,SPINDLE,,BRASS,"BIB COCK/«""",-,FAISAL/PAKISTAN/-,KTM-MNSTR,50.00
HW72508400,,MIRROR,,-,BATHROOM/-,-,-,KTM-MNSTR,1.00
HW72509020,,PASTE,,-,EMERY GRINDING/7MART-PK,-,-,KTM-MNSTR,20.00
HW72509400,,COVER,,PLASTIC,ENGLISH COMMODE (SEAT)/-,-/WHITE,-,KTM-MNSTR,1.00
IT74000100,,CPU,,-,CENTRAL UNIT # 103/-,-,SIEMENS/-/-,KTM-MNSTR,1.00
IT74000100,,CPU,,-,"CORE I3-4150 3.50GHZ MOTHERBOARD H-81MK GIGABYTE, RAM 4GB DD",-,NON BRANDED/-/-,PWRH-WH,-1.00
IT74000200,,MONITOR,,-,"L.E.D/24""",-,-,KTM-MNSTR,1.00
IT74000200,,MONITOR,,-,"L.E.D/18.5""",-/BLACK,HP/-/LV1911,PWRH-WH,-1.00
IT74000400,,CABLE,,-,DATA COMPUTER-,-,-,KTM-MNSTR,1.00
IT74000400,,CABLE,,-,INVERTER PARAMETER/-,-,-,KTM-MNSTR,11.00
IT74000500,,COMPACT DISC (CD),,-,WRITEABLE/-,-,-,KTM-MNSTR,8.00
IT74000600,,KEY BOARD,,-,"BLOWER ON, REVERSE, STOP/-",-,ITLAY/MARZOLI/FT 6E,KTM-MNSTR,1.00
IT74002800,,OPTICAL MEDIA DRIVE,,-,CD-R/-,-,-,KTM-HO,10.00
LT75600000,,ALLEN KEY,,-,-/3MM,-,-,KTM-MNSTR,3.00
LT75600500,,CUTTER,,-,MODULE/5.5MM) # 1,-,-,KTM-MNSTR,1.00
LT75600500,,CUTTER,,-,MODULE/5.5MM) # 2,-,-,KTM-MNSTR,1.00
LT75600500,,CUTTER,,-,MODULE/5.5MM) # 3,-,-,KTM-MNSTR,1.00
LT75600500,,CUTTER,,-,MODULE/5.5MM) # 4,-,-,KTM-MNSTR,1.00
LT75600500,,CUTTER,,-,PIPE M.S/-,-,-,KTM-MNSTR,1.00
LT75600500,,CUTTER,,-,"REDIOUS/5\32""",-,-,KTM-MNSTR,1.00
LT75601050,,GAUGE,,-,FEELER/0.01~1MM,-,-,ATC-WH,1.00
LT75601200,,GUN,,ALUMINUM,-/-/SPRAY PAINT,-,-,KTM-MNSTR,1.00
LT75602400,,SPANNER,,-, SOCKET (GOTI) /17MM,-,-,KTM-MNSTR,2.00
LT75602400,,SPANNER,,-,COMBINATION/24MM,-,-,KTM-MNSTR,1.00
LT75602600,,THREAD DIE,,-,"-/«""X19",-,-,KTM-MNSTR,1.00
LT75602600,,THREAD DIE,,-,-/12MMX1.00,-,-,KTM-MNSTR,1.00
LT75603100,,BEAKER,,GLASS,-/250ML,-,-,KTM-MNSTR,3.00
LT75603100,,BEAKER,,GLASS,-/500ML,-,-,KTM-MNSTR,2.00
LT75603800,,METER,,-,GRAVITY (HYDRO)/-,-,-,KTM-MNSTR,1.00
LT75603800,,METER,,-,HYGRO MASON TYPE WITH WET & DRY BULBS/-,-,ZEAL/ENGLAND/P-2501,KTM-MNSTR,5.00
LT75604300,,PLIERS,,-,"CUTTING/8""",-,-,KTM-MNSTR,2.00
LT75608800,,CRIMPING TOOL,,-,-,-,CHINA/WEIPU/B 9589,KTM-MNSTR,1.00
OL71000200,,GREASE,,-,-/18KGS/MOBILUX EP-2,-,MOBIL/PAKISTAN/-,KTM-MNSTR,80.00
OL71000200,,GREASE,,-,-/LGMT 3\1,-,SKF/-/-,KTM-MNSTR,3.00
OL71000200,,GREASE,,-,ASONIC/GHY 72,-,KLUBER/AUSTRIA/-,KTM-MNSTR,1.00
OL71000200,,GREASE,,-,HIGH TEMPRATURE/SP-300,-,-/USA/-,KTM-MNSTR,16.00
OL71000200,,GREASE,,-,PLEX BEM/41-132,-,KLUBER/USA/-,KTM-MNSTR,5.00
OL71000200,,GREASE,,-,XHP/222,-,MOBIL/PAKISTAN/-,KTM-MNSTR,48.00
OL71000320,,OIL,,-,GEO SNG4/-,-,VALVOLINE/-/-,KTM-MNSTR,3.00
OL71000370,,OIL,,-,COMPRESSOR CORINA /S3R-68,-,SHELL/-/-,KTM-MNSTR,209.00
OL71000370,,OIL,,-,DIESEL/HI-SPEED,-,-,KTM-MNSTR,100.00
OL71000370,,OIL,,-,KEROSENE/-,-,-,KTM-MNSTR,1.00
OL71000370,,OIL,,-,MORLINA /10-D209L,-,SHELL/-/-,KTM-MNSTR,15.00
OL71000370,,OIL,,-,OMALA/150,-,SHELL/-/-,BRM-WH,-15.00
OL71000370,,OIL,,-,OMALA/150,-,SHELL/-/-,KTM-MNSTR,15.00
OL71000370,,OIL,,-,OMALA/150,-,SHELL/-/-,KTM-TRNSIT,15.00
OL71000370,,OIL,,-,PETROL/-,-,-,KTM-MNSTR,102.00
OL71000370,,OIL,,-,SPARTAN 150,-,MOBIL/-/-,KTM-MNSTR,391.00
OL71000370,,OIL,,-,SPARTAN 320,-,MOBIL/-/-,KTM-MNSTR,159.00
OL71000370,,OIL,,-,SPINDLE M 10,-,MOBIL/-/-,KTM-MNSTR,236.00
PH76000050,,ACTUATING MECHANISM,,-,-,-,JENBACHER/-/-,BRM-WH,1.00
PH76000600,,BEARING,,-,-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76000600,,BEARING,,-,2Z/6308,-,-,KTM-MNSTR,3.00
PH76000800,,BELLOW,,RUBBER,"EXPANSION/4""",-,-,KTM-MNSTR,1.00
PH76000800,,BELLOW,,RUBBER,"EXPANSION/5""",-,-,KTM-MNSTR,1.00
PH76001000,,BOLT,,-,HEXAGON/-,-,JENBACHER/-/-,KTM-MNSTR,44.00
PH76001500,,BUFFER,,RUBBER,-/15X15.65 SHA,-,-,KTM-MNSTR,4.00
PH76001560,,CABLE,,-,HARNES/-,-,JENBACHER/-/-,KTM-MNSTR,3.00
PH76001600,,CARD,,-,-,-,JENBACHER/-/JGS-320,KTM-MNSTR,1.00
PH76001600,,CARD,,-,ELECTRONIC-ANALOG INPUT/-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76002800,,FILTER GG,,-,-,-,JENBACHER/-/-,KTM-MNSTR,88.00
PH76002800,,FILTER GG,,-,CARTRIDGE/-,-,JENBACHER/-/-,KTM-MNSTR,57.00
PH76002800,,FILTER GG,,-,INSERTER/-,-,JENBACHER/-/-,KTM-MNSTR,4.00
PH76002800,,FILTER GG,,-,MAT/-,-,JENBACHER/-/-,KTM-MNSTR,33.00
PH76002850,,FILTER,,-,GAS STREET/-,-,-,KTM-MNSTR,6.00
PH76002900,,GASKET,,-,-,-,-,KTM-MNSTR,6.00
PH76002900,,GASKET,,-,-,-,JENBACHER/-/-,KTM-MNSTR,162.00
PH76002900,,GASKET,,-,FOR TURBO CHARGER/-,-,JENBACHER/-/-,KTM-MNSTR,5.00
PH76002910,,GASKET,,-,-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76002910,,GASKET,,-,HEAT EXCHANGER JACKET WATER/-,-,JENBACHER/-/-,KTM-MNSTR,3.00
PH76003000,,GAUGE,,-,TEMPERATURE/ 0~120øC,-,-,KTM-MNSTR,5.00
PH76003500,,INSULATOR,,-,H.T/-,-,-,KTM-MNSTR,10.00
PH76003700,,KIT,,-,-,-,JENBACHER/-/-,KTM-MNSTR,18.00
PH76003700,,KIT,,-, HT TERMINATION /3 CORE 120MMý,-,-,KTM-MNSTR,4.00
PH76003700,,KIT,,-,GASKET /-,-,-,KTM-MNSTR,1.00
PH76003700,,KIT,,-,GASKET /-,-,JENBACHER/-/-,KTM-MNSTR,178.00
PH76003700,,KIT,,-,GENERATOR BEARING SPARES,-,JENBACHER/-/-,KTM-MNSTR,4.00
PH76003700,,KIT,,-,HT TERMINATION IN DOOR/3 CORE 120MMý,-, RAYCHEM/-/-,KTM-MNSTR,5.00
PH76003700,,KIT,,-,HT TERMINATION IN DOOR/3 CORE 120MMý,-,RAYCHEM/-/-,KTM-MNSTR,4.00
PH76004200,,NUT,,-,HEXAGON/-,-,JENBACHER/-/-,KTM-MNSTR,103.00
PH76004200,,NUT,,-,LOCK/-,-,JENBACHER/-/-,KTM-MNSTR,24.00
PH76004200,,NUT,,-,TAPPET ADJUSTING/-,-,JENBACHER/-/-,KTM-MNSTR,21.00
PH76004200,,NUT,,-,THREAD LOCKING/-,-,JENBACHER/-/-,KTM-MNSTR,17.00
PH76004400,,PLATE,,S. S,BASE IN/304,-,JENBACHER/-/-,KTM-MNSTR,4.00
PH76004400,,PLATE,,S. S,BASE IN/304,-,JENBACHER/-/-,RING-WH,4.00
PH76005000,,RING,,-,O-TYPE 36802 /6X2,-,-,PWRH-WH,50.00
PH76005000,,RING,,-,O-TYPE/-,-,-,KTM-MNSTR,2.00
PH76005000,,RING,,-,O-TYPE/-,-,JENBACHER/-/-,KTM-MNSTR,402.00
PH76005000,,RING,,-,SCRAPER/-,-,JENBACHER/-/-,KTM-MNSTR,14.00
PH76005000,,RING,,-,SEALING/-,-,JENBACHER/-/-,KTM-MNSTR,42.00
PH76005000,,RING,,-,SEALING/-,-,JENBACHER/-/-,PWRH-WH,42.00
PH76005000,,RING,,-,SNAP/-,-,JENBACHER/-/-,KTM-MNSTR,3.00
PH76005100,,SCREW,,-,HEXAGONAL HEAD/-,-,JENBACHER/-/-,KTM-MNSTR,93.00
PH76005100,,SCREW,,-,LOCKING /-,-,JENBACHER/-/-,KTM-MNSTR,40.00
PH76005100,,SCREW,,-,TAPPET ADJUSTING/-,-,JENBACHER/-/-,KTM-MNSTR,33.00
PH76005200,,SEAL,,-,OIL/52X7X47,-,-,KTM-MNSTR,6.00
PH76005200,,SEAL,,-,RADIAL/-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76005300,,SENSOR,,-,-,-,JENBACHER/-/-,KTM-MNSTR,5.00
PH76005300,,SENSOR,,-,KNOCK/-,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76005400,,SHAFT,,-,-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76005400,,SHAFT,,-,PUMP /-,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76005700,,SOCKET,,-,-,-,JENBACHER/-/-,PWRH-WH,3.00
PH76005700,,SOCKET,,-,COMPLETE SPARK PLUG/-,-,JENBACHER/-/-,KTM-MNSTR,3.00
PH76005900,,SPRING,,-,VALVE INSIDE/-,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76005900,,SPRING,,RUBBER,-,-,JENBACHER/-/-,KTM-MNSTR,12.00
PH76006100,,STUD,,-,-,-,JENBACHER/-/-,KTM-MNSTR,134.00
PH76006200,,SWITCH,,-,-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76006600,,TRANSFORMER,,-,CT (POWER FACTOR)/-,-,-,KTM-MNSTR,1.00
PH76006600,,TRANSFORMER,,-,CT/100\5AMP,-,-,KTM-MNSTR,3.00
PH76006600,,TRANSFORMER,,-,CURRENT CT HT TYPE E.C.T-13M/300\5,-,-,KTM-MNSTR,2.00
PH76006600,,TRANSFORMER,,-,"CURRENT CT/200\5AMP, 50\60HZ, 660V",-,-,KTM-MNSTR,3.00
PH76006600,,TRANSFORMER,,-,MEASURING/-,-,-,KTM-MNSTR,2.00
PH76006800,,VALVE,,-,-,-,JENBACHER/-/JGS-320,KTM-MNSTR,7.00
PH76006800,,VALVE,,-,"-/AC 220V, 6.0VA, PRESSURE 0.15~0.8PA",-,-/U-NID/4V210-08,KTM-MNSTR,1.00
PH76006800,,VALVE,,-,EXHAUST/-,-,JENBACHER/-/-,KTM-MNSTR,46.00
PH76006800,,VALVE,,-,GUIDE/-,-,JENBACHER/-/-,KTM-MNSTR,16.00
PH76006800,,VALVE,,-,INTAKE/-,-,JENBACHER/-/-,KTM-MNSTR,47.00
PH76006810,,VALVE USED,,-,INTAKE,-,-/GENBACHER/JGS 320,KTM-MNSTR,27.00
PH76007200,,Coil,,-,IGNITION/-,-,JENBACHER/-/-,KTM-MNSTR,8.00
PH76007300,,COMPENSATOR,,-,-,-,JENBACHER/-/-,KTM-MNSTR,5.00
PH76007400,,DISC,,-,-,-,JENBACHER/-/-,KTM-MNSTR,40.00
PH76007400,,DISC,,-,TENSION/-,-,JENBACHER/-/-,KTM-MNSTR,20.00
PH76007500,,MODULE,,-,AF/104,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76007500,,MODULE,,-,AT/324,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76007500,,MODULE,,-,DIGITAL MIX/-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76007600,,PICK-UP,,-,-,-,JENBACHER/-/-,PWRH-WH,1.00
PH76007600,,PICK-UP,,-,MAGNETIC/-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76007600,,PICK-UP,,-,SPEED /-,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76007700,,ROD END,,-,-,-,JENBACHER/-/-,KTM-MNSTR,16.00
PH76007800,,THERMOCOUPLE,,-,-,-,JENBACHER/-/-,PWRH-WH,1.00
PH76007900,,TRANSMITTER,,-,MEASURING/-,-,JENBACHER/-/-,KTM-MNSTR,5.00
PH76007900,,TRANSMITTER,,-,TEMPERATURE/-,-,JENBACHER/-/-,KTM-MNSTR,2.00
PH76008000,,BUSHING,,-,-,-,JENBACHER/-/-,KTM-MNSTR,12.00
PH76008600,,STARTER,,-,-,-,ISKRA/-/-,PWRH-WH,1.00
PH76010000,,RELAY,,-,-/24V DC,-,JENBACHER/-/-,KTM-MNSTR,5.00
PH76010000,,RELAY,,-,-/24V DC,-,JENBACHER/-/-,PWRH-WH,18.00
PH76011800,,DAMPER,,-,VIBRATION/-,-,JENBACHER/AUSTRIA/JGS-320,KTM-MNSTR,2.00
PH76012400,,STRAP,,-,-,-,-,KTM-MNSTR,2.00
PH76012600,,MOTOR,,-,SERVO/-,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76012600,,MOTOR,,-,SERVO/JGS-320,-,JENBACHER/-/-,KTM-MNSTR,1.00
PH76012700,,THERMOMETER,,-,-,-,JENBACHER/-/-,KTM-MNSTR,3.00
PH76012700,,THERMOMETER,,-,-,-,JENBACHER/-/-,PWRH-WH,1.00
